CUST_NUM,MTH,TARIFF_PLAN,AMT_PF
4564,8,TP4,1200
4564,9,TP4,1200
4564,10,TP4,1200
4566,8,TP5,1600
4566,9,TP5,400
4573,8,TP5,1200
4573,9,TP5,800
4573,10,TP5,800
458,8,TP6,300
4582,8,TP4,1200
4582,9,TP4,1200
4582,10,TP4,1200
4583,8,TP6,3100
4583,9,TP6,500
4588,8,TP5,1600
4588,9,TP5,1600
4588,10,TP5,2000
459,10,TP5,400
4593,8,TP5,800
4593,10,TP5,400
4594,10,TP6,300
46,10,TP6,100
460,8,TP4,1200
460,9,TP4,1200
460,10,TP4,1200
4600,8,TP5,1600
4600,9,TP5,2000
4600,10,TP5,1600
4615,8,TP5,1200
4615,8,TP6,200
4615,10,TP5,400
462,8,TP5,400
462,9,TP5,400
462,10,TP5,400
4625,8,TP5,800
4625,9,TP5,1200
4628,8,TP5,1200
4631,8,TP4,1200
4631,9,TP4,1200
4631,10,TP4,1200
4636,8,TP1,1900
4636,9,TP1,1900
4636,10,TP1,1900
464,8,TP4,1200
464,9,TP4,1200
464,10,TP4,1200
4642,8,TP3,800
4642,10,TP3,800
4644,8,TP5,1200
4644,9,TP5,1200
4649,9,TP4,1200
4655,8,TP5,400
4655,10,TP5,400
4656,9,TP6,400
4656,10,TP6,300
4657,8,TP4,1200
4657,9,TP4,1200
4657,10,TP4,1200
466,8,TP5,1200
466,9,TP5,1600
466,10,TP5,1600
4660,8,TP6,1000
4660,9,TP6,500
4660,10,TP6,1100
4669,9,TP6,300
4672,8,TP1,1900
4672,9,TP1,1900
4672,10,TP1,1900
4678,10,TP6,100
4679,8,TP5,1600
4679,9,TP5,2000
4679,10,TP5,1600
4685,8,TP5,400
4685,10,TP5,800
4701,8,TP1,1900
4701,9,TP1,1900
4701,10,TP1,1900
4703,8,TP5,400
4703,9,TP5,400
4703,10,TP5,400
4706,8,TP4,2400
4706,9,TP4,1200
4706,10,TP4,1200
4708,8,TP5,1600
4708,9,TP5,1600
4708,10,TP5,1600
4718,9,TP5,400
4723,8,TP5,400
4723,9,TP5,400
4723,10,TP5,800
4737,8,TP6,300
4738,9,TP3,800
4738,10,TP3,800
4742,8,TP4,1200
4742,9,TP4,1200
4742,10,TP4,1200
4743,8,TP5,400
4743,9,TP5,1600
4743,10,TP5,1600
4743,10,TP6,400
4744,8,TP6,400
4744,9,TP6,200
4748,8,TP5,2000
4748,9,TP5,1600
4748,10,TP5,1600
4753,8,TP5,800
4753,9,TP5,1600
4753,10,TP5,1600
4759,8,TP6,100
4765,10,TP5,400
4768,8,TP3,800
4781,8,TP4,1200
4781,9,TP4,1200
4781,10,TP4,1200
4782,8,TP6,1600
4782,9,TP6,200
4787,8,TP6,600
4787,9,TP6,500
4787,10,TP6,800
4793,8,TP4,1200
4793,9,TP4,1200
4793,10,TP4,1200
4797,8,TP5,2000
4797,9,TP5,1600
4797,10,TP5,400
4799,8,TP5,1600
4799,9,TP5,1600
4799,9,TP6,100
4799,10,TP5,2000
4804,8,TP2,1200
4804,9,TP2,1200
4804,10,TP2,1200
4807,8,TP5,2000
4807,9,TP5,1600
4821,8,TP4,1200
4821,9,TP4,1200
4821,10,TP4,1200
4826,8,TP2,1200
4826,9,TP2,1200
4827,8,TP6,1300
4827,9,TP6,2300
4827,10,TP6,2200
4832,8,TP4,1200
4832,10,TP4,1200
4836,9,TP6,200
4836,10,TP6,1300
4837,8,TP6,300
4837,9,TP6,200
484,10,TP5,1600
4840,8,TP4,1200
4840,9,TP4,1200
4840,10,TP4,1200
4851,8,TP4,1200
4851,9,TP4,1200
4851,10,TP4,1200
4852,8,TP5,2000
4852,9,TP5,2000
4852,10,TP5,2400
4864,8,TP5,800
4864,9,TP6,400
4869,8,TP5,400
4872,8,TP7,2500
4872,9,TP7,2500
4872,10,TP7,2500
4878,8,TP1,1900
4878,9,TP1,1900
4878,10,TP1,1900
4882,8,TP3,1600
4882,9,TP3,800
4882,10,TP3,800
4883,8,TP5,400
4883,9,TP5,2000
4889,8,TP4,1200
4889,9,TP4,1200
4890,9,TP6,100
4895,8,TP5,1600
4895,9,TP5,400
4895,10,TP5,800
4896,8,TP5,2000
4896,9,TP5,1600
4896,10,TP5,2000
4897,8,TP4,1200
4897,9,TP4,1200
4897,10,TP4,1200
4899,8,TP6,500
4899,9,TP6,600
4899,10,TP5,400
4899,10,TP6,300
490,8,TP6,700
490,9,TP6,300
490,10,TP6,100
4902,8,TP1,1900
4902,9,TP1,1900
4902,10,TP1,1900
491,8,TP6,200
491,10,TP6,100
4911,8,TP4,1200
4911,9,TP4,1200
4911,10,TP4,1200
4914,8,TP5,1600
4914,9,TP5,800
4921,10,TP5,1600
4922,8,TP5,1600
4922,9,TP5,2000
4922,10,TP5,1600
4923,8,TP4,1200
4923,9,TP4,1200
4923,10,TP4,1200
4924,10,TP6,100
4938,8,TP4,1200
4938,9,TP4,1200
4938,10,TP4,1200
4942,8,TP4,1200
4942,9,TP4,1200
4942,10,TP4,1200
4947,8,TP5,1600
4947,9,TP5,400
4947,10,TP5,400
4949,8,TP5,800
4949,9,TP5,800
4949,10,TP5,1200
4951,9,TP4,1200
4951,10,TP4,1200
4952,8,TP6,200
4952,9,TP6,200
4952,10,TP6,100
4954,8,TP5,800
4954,9,TP5,1600
4954,10,TP5,2400
4961,8,TP6,200
4961,9,TP6,400
4961,10,TP6,400
4966,9,TP6,200
4966,10,TP6,200
4967,8,TP4,1200
4967,9,TP4,1200
4967,10,TP4,1200
4975,8,TP4,1200
4975,10,TP4,1200
4977,8,TP4,1200
4977,9,TP4,1200
4977,10,TP4,1200
4984,8,TP4,2400
4984,10,TP4,1200
4985,8,TP5,1600
4985,9,TP5,1600
4985,10,TP5,1600
4992,8,TP3,800
4992,9,TP3,800
4993,8,TP2,1200
4993,9,TP2,1200
4993,10,TP2,1200
4994,8,TP5,1600
4994,9,TP5,1600
4994,10,TP5,2000
4996,8,TP5,1600
4996,9,TP5,1600
4996,10,TP5,1600
50,8,TP4,1200
50,9,TP4,1200
50,10,TP4,1200
500,8,TP6,600
500,9,TP6,500
500,10,TP6,300
5002,9,TP4,1200
5013,8,TP5,800
5020,8,TP4,1200
5020,9,TP4,1200
5020,10,TP4,1200
5021,8,TP2,1200
5021,10,TP2,1200
5024,8,TP5,2000
5024,9,TP5,800
5024,10,TP5,1600
5025,8,TP6,1100
5025,9,TP6,1100
5025,10,TP6,2400
5035,8,TP3,800
5035,9,TP3,800
5035,10,TP3,800
5041,8,TP5,1600
5041,10,TP5,800
5045,8,TP2,1200
5045,9,TP2,1200
5048,8,TP4,1200
5048,9,TP4,1200
5048,10,TP4,1200
5050,8,TP5,2000
5050,9,TP5,800
5050,9,TP6,500
5050,10,TP5,1600
5051,8,TP6,400
5051,9,TP6,800
5059,8,TP4,1200
5065,8,TP4,1200
5065,9,TP4,1200
5065,10,TP4,1200
5068,8,TP1,1900
5068,9,TP1,1900
5068,10,TP1,1900
5071,8,TP6,2500
508,8,TP6,500
508,9,TP6,1000
508,10,TP6,400
5086,10,TP5,800
5087,8,TP5,1600
5087,9,TP5,1600
5087,10,TP5,1600
5091,8,TP6,400
5091,9,TP6,100
5092,8,TP6,1200
5092,9,TP6,400
5092,10,TP6,200
5093,8,TP6,300
5093,9,TP6,1400
5094,10,TP4,1200
5096,8,TP5,800
5096,9,TP5,400
5096,10,TP5,1200
5100,8,TP6,500
5100,9,TP6,700
5100,10,TP6,600
5104,8,TP3,800
5104,9,TP3,800
5104,10,TP3,800
5108,9,TP6,200
511,8,TP4,1200
511,9,TP4,1200
511,10,TP4,2400
5112,8,TP4,1200
5112,10,TP4,2400
5120,8,TP4,1200
5120,9,TP4,1200
5120,10,TP4,1200
5122,8,TP4,1200
5122,9,TP4,1200
5122,10,TP4,1200
513,8,TP6,1100
513,9,TP6,1400
513,10,TP6,2800
5132,8,TP4,1200
5132,9,TP4,1200
5132,10,TP4,1200
5133,8,TP4,1200
5133,9,TP4,1200
5133,10,TP4,1200
5137,9,TP7,2500
5137,10,TP7,5000
5142,8,TP5,2000
5142,9,TP5,1600
5142,10,TP5,1600
5144,8,TP5,800
5144,9,TP5,400
5144,10,TP5,400
5155,8,TP5,2000
5155,9,TP5,1600
5155,10,TP5,1600
5159,8,TP5,1200
516,9,TP5,800
516,10,TP5,800
5162,8,TP5,400
5162,8,TP6,1100
5166,8,TP2,1200
5166,9,TP3,800
5166,10,TP2,1200
5167,8,TP6,100
5173,9,TP6,300
5175,9,TP4,1200
5176,9,TP6,100
5178,8,TP5,1600
5178,9,TP5,2000
5178,10,TP5,800
5179,8,TP5,1600
5179,9,TP5,1600
5179,10,TP5,1600
518,8,TP6,800
518,9,TP6,2700
518,10,TP6,100
5182,8,TP3,800
5182,9,TP3,800
5182,10,TP3,800
5190,8,TP6,800
5190,9,TP6,100
5193,8,TP1,1900
5193,9,TP1,1900
5193,10,TP1,3800
5194,8,TP6,1300
5196,9,TP5,1200
5196,10,TP5,400
5199,8,TP5,1600
5199,9,TP5,1600
5199,10,TP5,1600
52,9,TP6,200
520,8,TP5,1600
520,9,TP5,1600
520,10,TP5,1600
5202,8,TP4,1200
5202,9,TP4,1200
5202,10,TP4,1200
5203,8,TP6,100
5203,10,TP6,100
5204,8,TP4,1200
5204,9,TP4,1200
5204,10,TP4,1200
5207,8,TP6,100
5212,8,TP5,1600
5212,9,TP5,1600
5212,10,TP5,1600
5224,8,TP5,800
5224,9,TP5,400
5224,10,TP5,400
5226,9,TP4,1200
5226,10,TP4,1200
5230,8,TP4,1200
5230,9,TP4,1200
5230,10,TP4,1200
5234,8,TP2,1200
5234,9,TP2,1200
5234,10,TP2,1200
5236,8,TP4,1200
5236,9,TP4,1200
5236,10,TP4,1200
5243,8,TP6,3000
5243,9,TP6,2500
5243,10,TP6,2300
5244,8,TP6,900
5244,9,TP6,600
5244,10,TP5,400
5244,10,TP6,300
5248,8,TP5,1200
5248,9,TP5,1200
5248,10,TP5,800
5251,8,TP6,300
5251,9,TP6,900
5251,10,TP6,1100
5252,8,TP6,100
5253,10,TP5,800
5267,8,TP4,1200
5267,9,TP4,1200
5267,10,TP4,1200
5268,9,TP6,200
5272,8,TP6,100
5272,9,TP6,600
5274,8,TP4,1200
5274,9,TP4,1200
5274,10,TP4,1200
5277,9,TP5,800
5280,8,TP4,1200
5280,9,TP4,1200
5280,10,TP4,1200
5283,8,TP5,1600
5284,8,TP6,400
5284,9,TP6,200
5284,10,TP6,100
5286,8,TP4,1200
5286,9,TP4,1200
5286,10,TP4,1200
5287,8,TP5,800
5287,9,TP5,1200
5287,10,TP5,800
5291,8,TP5,1600
5291,9,TP5,1600
5291,10,TP5,1600
5296,8,TP6,900
5296,9,TP6,700
5296,10,TP6,200
530,8,TP4,1200
530,10,TP4,1200
5301,8,TP5,1600
5309,10,TP6,600
531,8,TP6,1200
531,9,TP6,2600
531,10,TP6,1700
5312,8,TP6,1200
5312,9,TP6,2200
5312,10,TP6,1800
5321,8,TP5,400
5321,9,TP5,400
5321,10,TP5,800
5322,8,TP3,800
5322,9,TP3,800
5322,10,TP3,800
5326,8,TP4,1200
5326,9,TP4,1200
5326,10,TP4,1200
5328,9,TP5,400
533,8,TP5,800
533,9,TP5,800
533,10,TP5,800
5333,9,TP4,1200
5337,8,TP3,800
5337,9,TP3,800
5337,10,TP3,800
5344,9,TP5,2000
5344,10,TP5,1600
5347,8,TP5,1600
5347,9,TP5,2000
5347,10,TP5,1600
5347,10,TP6,100
5350,8,TP6,200
5356,8,TP4,1200
5356,9,TP4,1200
5356,10,TP4,1200
5357,9,TP3,800
5360,8,TP4,1200
5360,9,TP4,1200
5360,10,TP4,1200
5362,8,TP3,800
5362,9,TP3,800
5362,10,TP3,800
5367,8,TP3,800
5367,9,TP3,800
5367,10,TP3,1600
5368,8,TP5,1200
5368,10,TP5,400
5369,8,TP4,1200
5369,9,TP4,1200
5369,10,TP4,1200
5380,8,TP5,1200
5380,9,TP5,400
5382,8,TP5,1200
5382,9,TP5,400
5387,8,TP5,1600
5387,9,TP5,1600
5387,10,TP5,1600
5390,10,TP6,200
5393,9,TP4,1200
5393,10,TP4,1200
5398,8,TP5,1600
5398,9,TP5,800
5399,10,TP4,1200
540,9,TP4,1200
540,10,TP4,1200
5403,8,TP6,600
5408,8,TP5,400
5408,8,TP6,300
5408,9,TP6,800
5408,10,TP6,400
5417,8,TP2,1200
5417,9,TP2,1200
5417,10,TP2,1200
5418,8,TP5,800
5418,9,TP5,400
5418,10,TP5,1600
5419,8,TP6,500
5419,10,TP6,700
543,9,TP6,300
543,10,TP6,400
5430,8,TP6,300
5430,9,TP6,600
5430,10,TP6,500
544,8,TP4,1200
544,9,TP4,1200
544,10,TP4,1200
5443,8,TP4,1200
5443,9,TP4,1200
5443,10,TP4,1200
5445,8,TP6,500
5445,9,TP6,1200
5445,10,TP6,300
5446,8,TP4,1200
5446,10,TP4,1200
5449,8,TP5,1200
5449,9,TP5,800
5449,10,TP5,1200
5454,8,TP4,1200
5457,9,TP6,600
5457,10,TP6,400
5460,8,TP5,2000
5460,9,TP5,800
5460,10,TP5,1600
5461,8,TP2,2400
5461,10,TP2,1200
5467,9,TP5,800
5469,8,TP6,100
5470,8,TP4,1200
5471,8,TP5,400
5471,9,TP5,400
5475,8,TP5,400
5477,8,TP6,300
5477,9,TP6,600
5477,10,TP6,600
5478,9,TP6,1700
5478,10,TP6,1600
5479,9,TP6,100
548,8,TP6,400
548,9,TP6,100
548,10,TP6,200
5484,8,TP5,1600
5484,9,TP5,1600
5484,10,TP5,1600
5487,8,TP5,1600
5487,9,TP5,1600
5487,10,TP5,800
549,8,TP6,100
5494,8,TP6,1000
5494,10,TP6,600
5495,10,TP6,400
5497,9,TP6,100
5502,8,TP5,400
5503,8,TP6,700
5503,9,TP6,600
5503,10,TP6,600
5514,8,TP4,1200
5514,9,TP4,1200
5514,10,TP4,1200
5519,8,TP5,400
5519,8,TP6,100
5519,10,TP6,100
552,8,TP6,900
552,9,TP6,900
552,10,TP6,800
5523,8,TP6,600
5523,9,TP6,800
5523,10,TP6,1100
5525,8,TP5,2000
5525,9,TP5,1200
5525,10,TP5,2000
5527,8,TP5,1200
5527,9,TP5,400
5527,10,TP5,1200
5529,9,TP3,800
5529,10,TP3,1600
5536,8,TP6,200
5536,9,TP5,400
5536,9,TP6,1300
5536,10,TP6,1200
5539,8,TP5,1600
5539,10,TP5,400
5543,8,TP4,1200
5543,9,TP4,1200
5543,10,TP4,1200
5547,8,TP6,400
5547,9,TP6,400
5555,8,TP4,1200
5555,9,TP4,1200
5555,10,TP4,1200
556,8,TP5,400
556,10,TP5,400
5562,8,TP5,1200
5562,9,TP5,1600
5562,10,TP5,1600
5564,8,TP4,1200
5564,10,TP4,1200
5570,8,TP2,1200
5570,9,TP2,1200
5570,10,TP2,1200
5585,9,TP5,400
5585,10,TP5,800
5587,8,TP4,1200
5587,10,TP4,1200
5592,8,TP5,400
5592,8,TP6,700
5608,8,TP2,1200
5608,9,TP2,1200
5608,10,TP2,1200
5612,8,TP4,1200
5612,9,TP4,1200
5612,10,TP4,1200
5616,8,TP6,700
5616,9,TP6,800
5616,10,TP6,2200
5620,8,TP4,1200
5620,9,TP4,1200
5620,10,TP4,1200
5629,8,TP1,1900
5629,9,TP1,1900
5629,10,TP1,1900
5630,8,TP2,1200
5630,9,TP2,1200
5630,10,TP2,1200
5631,10,TP4,1200
5636,8,TP6,700
5636,9,TP6,500
5636,10,TP6,600
5646,8,TP2,1200
5646,9,TP2,1200
5646,10,TP2,1200
5647,10,TP6,200
5648,9,TP6,300
5648,10,TP6,400
565,8,TP4,1200
565,9,TP4,1200
565,10,TP4,1200
5650,9,TP6,400
5650,10,TP6,500
5664,8,TP5,400
5664,9,TP5,400
567,8,TP4,1200
5671,8,TP6,1600
5671,9,TP6,1800
5671,10,TP6,1700
5675,8,TP6,1400
5675,9,TP6,2000
5675,10,TP6,800
5676,10,TP4,1200
5676,10,TP6,200
5680,8,TP5,400
5680,9,TP5,1200
5680,10,TP5,400
5680,10,TP6,100
5683,8,TP6,600
5683,9,TP6,300
5684,8,TP6,600
5684,10,TP6,100
5690,8,TP4,1200
5692,8,TP6,300
5692,9,TP5,800
5692,9,TP6,100
5692,10,TP5,400
5701,8,TP2,1200
5705,8,TP5,1200
5705,9,TP5,1600
5705,10,TP5,2000
5707,8,TP1,1900
5707,9,TP1,1900
5707,10,TP1,1900
5709,8,TP4,1200
5709,9,TP4,1200
5709,10,TP4,1200
5713,8,TP5,2000
5713,9,TP5,1600
5713,10,TP5,1200
5716,9,TP5,400
5718,8,TP6,300
5718,9,TP6,100
5718,10,TP6,400
5724,8,TP2,1200
5724,9,TP2,1200
5724,10,TP2,1200
5727,8,TP3,800
5727,9,TP3,800
5727,10,TP3,800
5733,8,TP5,2000
5733,9,TP5,800
5733,9,TP6,300
5733,10,TP5,1600
5734,8,TP3,800
5734,9,TP3,800
5734,10,TP3,800
575,8,TP5,1200
5752,10,TP5,1200
5758,8,TP6,2100
5758,9,TP6,1700
5758,10,TP6,2500
576,10,TP6,200
5763,9,TP5,1600
5763,10,TP5,800
5767,8,TP6,1900
5767,9,TP6,3000
5767,10,TP6,500
577,8,TP6,200
5776,8,TP5,400
5776,9,TP5,400
5776,10,TP5,400
5778,8,TP6,500
5778,9,TP6,100
5778,10,TP5,1200
5778,10,TP6,100
5782,8,TP6,100
5806,10,TP6,200
5808,8,TP6,300
5808,9,TP6,500
5808,10,TP6,500
5809,8,TP5,400
5809,10,TP5,800
5812,10,TP5,400
5818,8,TP4,1200
5818,9,TP4,1200
5818,10,TP4,1200
5822,9,TP6,100
5823,8,TP4,2400
5823,9,TP4,1200
5823,10,TP4,1200
5836,8,TP3,800
5837,8,TP5,1200
5837,10,TP5,400
584,8,TP6,100
5840,8,TP6,200
5840,9,TP6,100
5840,10,TP6,100
5852,8,TP5,1600
5852,9,TP5,2000
5852,10,TP5,400
5853,8,TP5,1600
5853,8,TP6,100
5853,10,TP6,200
5859,8,TP4,1200
5859,9,TP4,1200
5859,10,TP4,1200
5864,8,TP4,1200
5864,9,TP4,1200
5864,10,TP4,1200
5865,8,TP4,1200
5865,9,TP4,1200
5865,10,TP4,1200
587,8,TP4,1200
587,10,TP4,1200
5874,8,TP2,1200
5874,9,TP2,1200
5874,10,TP2,1200
5879,8,TP5,1600
588,8,TP3,800
588,9,TP3,800
5881,9,TP6,100
5906,8,TP6,900
5906,9,TP6,1700
5906,10,TP6,1100
5909,8,TP3,800
5909,9,TP3,800
5909,10,TP3,800
591,9,TP5,1200
5915,8,TP5,2000
5915,9,TP5,1600
5915,10,TP5,1600
5917,8,TP5,2800
5917,8,TP6,100
5917,9,TP5,3200
5917,9,TP6,400
5917,10,TP5,2800
5917,10,TP6,300
5925,8,TP4,1200
5925,9,TP4,1200
5925,10,TP4,1200
5929,8,TP2,1200
5929,9,TP2,1200
5929,10,TP2,1200
593,8,TP2,1200
593,9,TP2,1200
593,10,TP2,1200
5935,8,TP5,400
5935,10,TP5,400
5936,8,TP5,400
5936,8,TP6,200
5936,9,TP5,1600
5936,9,TP6,300
5936,10,TP5,400
5936,10,TP6,100
5941,8,TP4,1200
5941,9,TP4,1200
5941,10,TP4,1200
5947,8,TP5,2000
5947,9,TP5,1600
5947,10,TP5,1600
5948,8,TP4,1200
5948,9,TP4,1200
5948,10,TP4,1200
5952,8,TP5,1200
5957,8,TP4,1200
5957,9,TP4,1200
5957,10,TP4,1200
5958,8,TP3,800
5958,9,TP3,800
5958,10,TP3,800
5959,9,TP5,400
5959,10,TP5,1600
596,8,TP4,1200
596,9,TP4,1200
596,10,TP4,1200
5961,8,TP5,400
5964,8,TP6,1200
5964,9,TP6,1000
5964,10,TP6,600
5965,10,TP5,400
5971,8,TP6,900
5971,9,TP6,1600
5971,10,TP6,500
5978,8,TP4,1200
5978,9,TP4,1200
5978,10,TP4,1200
598,9,TP6,900
598,10,TP6,1100
5980,9,TP6,500
5981,9,TP3,800
5983,9,TP5,1200
5983,10,TP5,1200
5984,8,TP6,300
5984,9,TP6,300
5985,10,TP6,500
5990,8,TP4,1200
5990,9,TP4,1200
5990,10,TP4,1200
5991,8,TP2,1200
5991,9,TP2,1200
5991,10,TP2,1200
6,8,TP6,100
6,9,TP6,200
6,10,TP6,400
6002,9,TP6,600
6005,8,TP6,2100
6005,9,TP6,1500
6005,10,TP6,2000
6006,8,TP4,1200
6006,9,TP4,1200
6006,10,TP4,1200
6012,8,TP4,1200
6012,9,TP4,1200
6012,10,TP4,1200
6014,8,TP5,1200
6014,9,TP5,1600
6014,10,TP5,800
6015,9,TP5,1200
6019,8,TP6,100
6019,9,TP6,400
6019,10,TP6,400
6022,8,TP3,800
6022,9,TP3,800
6022,10,TP3,800
6025,8,TP3,800
6025,9,TP3,800
6025,10,TP3,800
6027,8,TP5,1200
6027,9,TP4,1200
6027,9,TP6,300
6029,8,TP4,1200
6029,9,TP4,1200
6029,10,TP4,1200
604,10,TP5,800
6044,9,TP5,800
6044,10,TP5,2000
6048,8,TP4,1200
6048,9,TP4,1200
6048,10,TP4,1200
6057,8,TP5,400
6057,9,TP5,1600
6057,10,TP5,1200
606,8,TP6,2400
606,9,TP6,1800
606,10,TP6,2200
6075,8,TP4,1200
6075,9,TP4,1200
6075,10,TP4,1200
6085,8,TP4,1200
6085,9,TP4,1200
6085,10,TP4,1200
609,8,TP6,600
609,10,TP6,1300
6097,9,TP5,1600
6097,10,TP5,1600
611,8,TP5,400
611,9,TP5,800
611,10,TP5,1600
6117,8,TP5,800
6117,8,TP6,500
6117,9,TP5,400
6117,9,TP6,400
6117,10,TP5,400
6117,10,TP6,200
6118,8,TP6,1200
6118,9,TP6,1200
6118,10,TP6,1700
612,8,TP6,1900
612,9,TP6,1400
612,10,TP6,700
6120,8,TP2,1200
6120,9,TP2,1200
6120,10,TP2,1200
6121,8,TP5,1600
6121,9,TP5,1600
6121,10,TP5,2000
6122,8,TP6,100
6124,8,TP4,1200
6124,9,TP4,1200
6124,10,TP4,1200
6129,8,TP5,1200
6129,9,TP5,400
613,8,TP6,500
613,9,TP6,1700
613,10,TP6,2300
6131,8,TP5,2000
6131,9,TP5,2400
6131,10,TP5,2000
6132,8,TP6,700
6132,9,TP6,100
6132,10,TP6,500
6138,8,TP5,1200
6138,9,TP6,400
6145,10,TP4,1200
6149,8,TP5,1600
6149,9,TP5,1200
6149,10,TP5,2000
6157,8,TP5,1600
6157,9,TP5,1600
6157,10,TP5,1200
6162,8,TP5,1600
6162,9,TP5,1600
6162,10,TP5,2000
6179,8,TP5,400
6179,10,TP5,800
618,8,TP2,1200
618,9,TP2,1200
618,10,TP2,1200
6180,8,TP4,1200
6180,9,TP4,1200
6180,10,TP4,1200
6188,8,TP4,1200
6188,9,TP4,1200
6188,10,TP4,1200
6192,8,TP5,1600
6196,8,TP6,100
6196,10,TP6,100
6197,8,TP6,200
6197,9,TP6,100
6197,10,TP6,1200
6198,8,TP4,1200
620,8,TP5,800
620,9,TP5,1600
620,10,TP5,1600
6203,8,TP6,400
6213,8,TP5,400
6213,10,TP5,800
6216,8,TP5,1600
6216,9,TP5,1600
6216,10,TP5,1600
6217,8,TP4,1200
6217,9,TP4,1200
6217,10,TP4,1200
622,8,TP5,400
622,10,TP5,800
6225,8,TP4,1200
6225,9,TP4,1200
6225,10,TP4,1200
6227,8,TP5,2000
6227,9,TP5,1600
6227,10,TP5,1600
6233,8,TP5,800
6244,8,TP4,1200
6244,9,TP4,1200
6244,10,TP4,1200
6251,8,TP5,400
6251,9,TP6,800
6269,9,TP6,600
6269,10,TP6,500
6272,8,TP4,1200
6272,9,TP4,1200
6272,10,TP4,1200
6278,10,TP6,100
6282,10,TP5,800
6283,10,TP6,900
6288,8,TP5,2000
6288,9,TP5,1600
6288,10,TP5,1600
6293,8,TP5,400
6297,8,TP4,1200
6297,9,TP4,1200
6297,10,TP4,1200
6303,8,TP4,1200
6303,9,TP4,1200
6303,10,TP4,1200
6311,8,TP6,600
6311,9,TP6,1200
6311,10,TP6,2300
632,10,TP5,1200
6323,8,TP5,800
6323,9,TP5,2000
6323,10,TP5,800
6346,8,TP4,1200
6346,9,TP4,1200
6346,10,TP4,1200
6351,8,TP5,1600
6351,9,TP5,1200
6351,10,TP5,1600
6362,8,TP3,800
6362,10,TP3,800
6365,8,TP5,1200
6368,8,TP5,800
6368,9,TP5,1200
6370,8,TP2,1200
6370,9,TP2,1200
6370,10,TP2,1200
6376,8,TP4,1200
6376,9,TP4,1200
6376,10,TP4,2400
638,9,TP6,1200
638,10,TP6,1100
6385,8,TP5,800
6385,9,TP5,400
6385,10,TP5,400
6391,8,TP5,1200
6391,10,TP5,1200
6396,8,TP5,800
6396,9,TP5,400
6396,10,TP5,1600
6404,8,TP4,1200
6404,9,TP4,1200
6404,10,TP4,1200
6406,9,TP5,800
6406,10,TP5,1600
6408,8,TP5,2000
6408,9,TP5,2400
6408,10,TP5,1600
6410,9,TP3,800
6411,10,TP5,400
6411,10,TP6,100
6414,9,TP6,1000
6414,10,TP6,2600
642,8,TP5,800
6420,8,TP4,1200
6423,8,TP5,800
6423,9,TP5,1600
6423,10,TP5,1600
6425,8,TP5,1600
6425,9,TP5,2000
6425,10,TP5,1600
6432,8,TP5,400
6432,9,TP3,800
6432,9,TP5,400
6438,8,TP5,1200
644,8,TP5,400
6440,8,TP6,200
6440,9,TP6,300
6440,10,TP6,200
6445,8,TP4,1200
6445,9,TP4,1200
6445,10,TP4,1200
6462,9,TP3,1600
6466,8,TP5,2000
6466,9,TP5,1600
6466,10,TP5,1600
6470,8,TP5,1600
6470,10,TP5,400
6477,8,TP4,1200
6477,9,TP4,1200
6477,10,TP4,1200
6481,8,TP5,400
6491,8,TP5,800
6491,9,TP5,1200
6491,10,TP5,400
6497,8,TP1,1900
6497,9,TP1,1900
6497,10,TP1,1900
6500,8,TP5,1600
6500,9,TP5,1600
6500,10,TP5,2000
6501,8,TP5,800
6501,8,TP6,400
6501,9,TP6,1900
6501,10,TP6,100
6505,8,TP5,800
651,8,TP5,1200
651,9,TP5,800
6514,8,TP5,1200
6517,9,TP5,1200
6517,10,TP5,2000
6530,8,TP4,2400
6530,9,TP4,1200
6530,10,TP4,1200
6536,8,TP5,2000
6536,9,TP5,1600
6536,10,TP5,1200
6538,8,TP6,100
6542,8,TP6,1200
6542,9,TP5,400
6542,9,TP6,700
6542,10,TP6,700
6551,8,TP4,1200
6551,9,TP4,1200
6551,10,TP4,1200
6563,8,TP5,1600
6563,9,TP5,1600
6563,10,TP5,1200
6565,8,TP5,800
6566,10,TP3,800
6577,8,TP5,400
6577,9,TP5,2000
6577,10,TP5,1200
6578,8,TP1,1900
6578,9,TP1,1900
6578,10,TP1,1900
6580,8,TP5,1200
6580,10,TP5,1200
6593,8,TP4,1200
6593,9,TP4,1200
6593,10,TP4,2400
6596,8,TP6,1400
6596,9,TP6,700
6596,10,TP6,500
6600,10,TP5,800
6602,8,TP5,400
6602,10,TP5,400
6618,9,TP4,1200
6620,8,TP4,1200
6623,8,TP6,2200
6623,9,TP6,2000
6623,10,TP6,900
6624,8,TP6,400
6624,9,TP6,700
6624,10,TP6,400
6625,9,TP6,600
6625,10,TP6,2000
6628,9,TP4,1200
6628,10,TP4,1200
6645,10,TP6,200
6646,9,TP6,400
6646,10,TP6,500
6648,9,TP5,400
6654,8,TP6,600
6654,9,TP6,500
6654,10,TP6,500
6658,8,TP5,2000
6658,9,TP5,400
6658,10,TP5,1600
6659,8,TP1,1900
6659,9,TP1,1900
6659,10,TP1,1900
6662,8,TP5,400
6662,9,TP5,800
6662,10,TP5,1200
6674,8,TP4,1200
6674,9,TP4,1200
6674,10,TP4,1200
6683,8,TP5,800
6689,8,TP4,1200
